City,State,Type,Population [2011],Popuation [2001],Rate For 10 Years(%),Rate for 1 Year(%),Rate for 1 Month(%),New Population for 2021,Population Estimated for 2021,Growth Rate till 2020,New Population till 2020,Population Estimated for 2020,Growth Rate till 2020,New Population till 2019,Population Estimated for 2019,Rate For Jan to Aug(%),New Population for 2020 Aug,Population Estimated for 2020 Till Aug
Nohar,Rajasthan,M,"49,835",,29.0798451,2.90798451,0.242332043,14491,64326,26.17186059,13042,62877,23.26387608,11593,61428,1.938656344,966,62394
Yevla,Maharashtra,MCl,"49,826",,16.42975858,1.642975858,0.136914655,8186,58012,14.78678272,7367,57193,13.14380686,6549,56375,1.09531724,545,56920
Sirhind Fatehgarh Sahib,Punjab,MCl,"49,825",,16.42975858,1.642975858,0.136914655,8186,58011,14.78678272,7367,57192,13.14380686,6548,56373,1.09531724,545,56918
Bhainsa,Telangana,M,"49,764",,29.0798451,2.90798451,0.242332043,14471,64235,26.17186059,13024,62788,23.26387608,11577,61341,1.938656344,964,62305
Parvathipuram,Andhra Pradesh,M,"49,714",,29.0798451,2.90798451,0.242332043,14456,64170,26.17186059,13011,62725,23.26387608,11565,61279,1.938656344,963,62242
Shahade,Maharashtra,MCl,"49,696",,16.42975858,1.642975858,0.136914655,8164,57860,14.78678272,7348,57044,13.14380686,6531,56227,1.09531724,544,56771
Chalakudy,Kerala,M,"49,525",,29.0798451,2.90798451,0.242332043,14401,63926,26.17186059,12961,62486,23.26387608,11521,61046,1.938656344,960,62006
Narkatiaganj,Bihar,NPd,"49,507",,31.6182944,3.16182944,0.263485787,15653,65160,28.45646496,14087,63594,25.29463552,12522,62029,2.107886296,1043,63072
Kapadvanj,Gujarat,M,"49,308",,29.0798451,2.90798451,0.242332043,14338,63646,26.17186059,12904,62212,23.26387608,11470,60778,1.938656344,955,61733
Macherla,Andhra Pradesh,M,"49,221",,29.0798451,2.90798451,0.242332043,14313,63534,26.17186059,12882,62103,23.26387608,11450,60671,1.938656344,954,61625
Raghogarh-Vijaypur,Madhya Pradesh,M,"49,173",,29.0798451,2.90798451,0.242332043,14299,63472,26.17186059,12869,62042,23.26387608,11439,60612,1.938656344,953,61565
Rupnagar,Punjab,MCl,"49,159",,16.42975858,1.642975858,0.136914655,8076,57235,14.78678272,7269,56428,13.14380686,6461,55620,1.09531724,538,56158
Naugachhia,Bihar,NP,"49,069",,31.6182944,3.16182944,0.263485787,15514,64583,28.45646496,13963,63032,25.29463552,12411,61480,2.107886296,1034,62514
Sendhwa,Madhya Pradesh,M,"48,941",,29.0798451,2.90798451,0.242332043,14231,63172,26.17186059,12808,61749,23.26387608,11385,60326,1.938656344,948,61274
Byasanagar,Odisha,M,"48,911",,29.0798451,2.90798451,0.242332043,14223,63134,26.17186059,12800,61711,23.26387608,11378,60289,1.938656344,948,61237
Sandila,Uttar Pradesh,MB,"48,899",,31.6182944,3.16182944,0.263485787,15461,64360,28.45646496,13914,62813,25.29463552,12368,61267,2.107886296,1030,62297
Gooty,Andhra Pradesh,CT,"48,658",,31.6182944,3.16182944,0.263485787,15384,64042,28.45646496,13846,62504,25.29463552,12307,60965,2.107886296,1025,61990
Salur,Andhra Pradesh,M,"48,354",,29.0798451,2.90798451,0.242332043,14061,62415,26.17186059,12655,61009,23.26387608,11249,59603,1.938656344,937,60540
Nanpara,Uttar Pradesh,NPP,"48,337",,31.6182944,3.16182944,0.263485787,15283,63620,28.45646496,13755,62092,25.29463552,12226,60563,2.107886296,1018,61581
Sardhana,Uttar Pradesh,MB,"48,314",,31.6182944,3.16182944,0.263485787,15276,63590,28.45646496,13748,62062,25.29463552,12220,60534,2.107886296,1018,61552
Vita,Maharashtra,MCl,"48,289",,16.42975858,1.642975858,0.136914655,7933,56222,14.78678272,7140,55429,13.14380686,6347,54636,1.09531724,528,55164
Gumia,Jharkhand,CT,"48,141",,31.6182944,3.16182944,0.263485787,15221,63362,28.45646496,13699,61840,25.29463552,12177,60318,2.107886296,1014,61332
Puttur,Karnataka,TMC,"48,070",,31.6182944,3.16182944,0.263485787,15198,63268,28.45646496,13679,61749,25.29463552,12159,60229,2.107886296,1013,61242
Jalandhar Cantt,Punjab,CB,"47,845",,31.6182944,3.16182944,0.263485787,15127,62972,28.45646496,13614,61459,25.29463552,12102,59947,2.107886296,1008,60955
Nehtaur,Uttar Pradesh,NPP,"47,834",,31.6182944,3.16182944,0.263485787,15124,62958,28.45646496,13611,61445,25.29463552,12099,59933,2.107886296,1008,60941
Changanassery,Kerala,M,"47,685",,29.0798451,2.90798451,0.242332043,13866,61551,26.17186059,12480,60165,23.26387608,11093,58778,1.938656344,924,59702
Mandapeta,Andhra Pradesh,M,"47,638",,29.0798451,2.90798451,0.242332043,13853,61491,26.17186059,12467,60105,23.26387608,11082,58720,1.938656344,923,59643
Dumka,Jharkhand,NAC,"47,584",,31.6182944,3.16182944,0.263485787,15045,62629,28.45646496,13540,61124,25.29463552,12036,59620,2.107886296,1003,60623
Seohara,Uttar Pradesh,UA,"47,575",,31.6182944,3.16182944,0.263485787,15042,62617,28.45646496,13538,61113,25.29463552,12033,59608,2.107886296,1002,60610
Umarkhed,Maharashtra,MCl,"47,458",,16.42975858,1.642975858,0.136914655,7797,55255,14.78678272,7017,54475,13.14380686,6237,53695,1.09531724,519,54214
Madhupur,Jharkhand,M,"47,326",,29.0798451,2.90798451,0.242332043,13762,61088,26.17186059,12386,59712,23.26387608,11009,58335,1.938656344,917,59252
Rairangpur,Odisha,M,"47,294",,29.0798451,2.90798451,0.242332043,13753,61047,26.17186059,12377,59671,23.26387608,11002,58296,1.938656344,916,59212
Vikramasingapuram,Tamil Nadu,M,"47,241",,29.0798451,2.90798451,0.242332043,13737,60978,26.17186059,12363,59604,23.26387608,10990,58231,1.938656344,915,59146
Punalur,Kerala,M,"47,235",,29.0798451,2.90798451,0.242332043,13735,60970,26.17186059,12362,59597,23.26387608,10988,58223,1.938656344,915,59138
Kendrapara,Odisha,M,"47,006",,29.0798451,2.90798451,0.242332043,13669,60675,26.17186059,12302,59308,23.26387608,10935,57941,1.938656344,911,58852
Sihor,Gujarat,M,"46,960",,29.0798451,2.90798451,0.242332043,13655,60615,26.17186059,12290,59250,23.26387608,10924,57884,1.938656344,910,58794
Nellikuppam,Tamil Nadu,M,"46,678",,16.42975858,1.642975858,0.136914655,7669,54347,14.78678272,6902,53580,13.14380686,6135,52813,1.09531724,511,53324
Samana,Punjab,MCl,"46,592",,16.42975858,1.642975858,0.136914655,7654,54246,14.78678272,6889,53481,13.14380686,6123,52715,1.09531724,510,53225
Warora,Maharashtra,MCl,"46,532",,31.6182944,3.16182944,0.263485787,14712,61244,28.45646496,13241,59773,25.29463552,11770,58302,2.107886296,980,59282
Nilambur,Kerala,CT,"46,366",,31.6182944,3.16182944,0.263485787,14660,61026,28.45646496,13194,59560,25.29463552,11728,58094,2.107886296,977,59071
Rasipuram,Tamil Nadu,M,"46,330",,31.6182944,3.16182944,0.263485787,14648,60978,28.45646496,13183,59513,25.29463552,11719,58049,2.107886296,976,59025
Ramnagar,Uttarakhand,MB,"46,205",,31.6182944,3.16182944,0.263485787,14609,60814,28.45646496,13148,59353,25.29463552,11687,57892,2.107886296,973,58865
Jammalamadugu,Andhra Pradesh,NP,"46,069",,31.6182944,3.16182944,0.263485787,14566,60635,28.45646496,13109,59178,25.29463552,11652,57721,2.107886296,971,58692
Nawanshahr,Punjab,MCl,"46,024",,16.42975858,1.642975858,0.136914655,7561,53585,14.78678272,6805,52829,13.14380686,6049,52073,1.09531724,504,52577
Thoubal,Manipur,MCl,"45,947",,16.42975858,1.642975858,0.136914655,7548,53495,14.78678272,6794,52741,13.14380686,6039,51986,1.09531724,503,52489
Attili,Andhra Pradesh,M,"45,858",,29.0798451,2.90798451,0.242332043,13335,59193,26.17186059,12001,57859,23.26387608,10668,56526,1.938656344,889,57415
Athni,Karnataka,TMC,"45,858",,31.6182944,3.16182944,0.263485787,14499,60357,28.45646496,13049,58907,25.29463552,11599,57457,2.107886296,966,58423
Cherthala,Kerala,M,"45,827",,29.0798451,2.90798451,0.242332043,13326,59153,26.17186059,11993,57820,23.26387608,10661,56488,1.938656344,888,57376
Farooqnagar,Telangana,CT,"45,675",,31.6182944,3.16182944,0.263485787,14441,60116,28.45646496,12997,58672,25.29463552,11553,57228,2.107886296,962,58190
Peddapuram,Andhra Pradesh,M,"45,520",,29.0798451,2.90798451,0.242332043,13237,58757,26.17186059,11913,57433,23.26387608,10589,56109,1.938656344,882,56991
Chirkunda,Jharkhand,NP,"45,508",,31.6182944,3.16182944,0.263485787,14388,59896,28.45646496,12949,58457,25.29463552,11511,57019,2.107886296,959,57978
Pachora,Maharashtra,MCl,"45,333",,16.42975858,1.642975858,0.136914655,7448,52781,14.78678272,6703,52036,13.14380686,5958,51291,1.09531724,496,51787
Madhepura,Bihar,M,"45,031",,29.0798451,2.90798451,0.242332043,13094,58125,26.17186059,11785,56816,23.26387608,10475,55506,1.938656344,872,56378
Tumsar,Maharashtra,MCl,"44,869",,16.42975858,1.642975858,0.136914655,7371,52240,14.78678272,6634,51503,13.14380686,5897,50766,1.09531724,491,51257
Phalodi,Rajasthan,UA,"44,868",,31.6182944,3.16182944,0.263485787,14186,59054,28.45646496,12767,57635,25.29463552,11349,56217,2.107886296,945,57162
Tiruttani,Tamil Nadu,M,"44,781",,29.0798451,2.90798451,0.242332043,13022,57803,26.17186059,11720,56501,23.26387608,10417,55198,1.938656344,868,56066
Rampura Phul,Punjab,UA,"44,665",,31.6182944,3.16182944,0.263485787,14122,58787,28.45646496,12710,57375,25.29463552,11297,55962,2.107886296,941,56903
Perinthalmanna,Kerala,M,"44,612",,29.0798451,2.90798451,0.242332043,12973,57585,26.17186059,11675,56287,23.26387608,10378,54990,1.938656344,864,55854
Sainthia,West Bengal,M,"44,601",,29.0798451,2.90798451,0.242332043,12969,57570,26.17186059,11672,56273,23.26387608,10375,54976,1.938656344,864,55840
Angul,Odisha,M,"44,390",,29.0798451,2.90798451,0.242332043,12908,57298,26.17186059,11617,56007,23.26387608,10326,54716,1.938656344,860,55576
Padrauna,Uttar Pradesh,MB,"44,383",,31.6182944,3.16182944,0.263485787,14033,58416,28.45646496,12629,57012,25.29463552,11226,55609,2.107886296,935,56544
Dalli-Rajhara,Chhattisgarh,M,"44,363",,29.0798451,2.90798451,0.242332043,12900,57263,26.17186059,11610,55973,23.26387608,10320,54683,1.938656344,860,55543
Punganur,Andhra Pradesh,NP,"44,314",,31.6182944,3.16182944,0.263485787,14011,58325,28.45646496,12610,56924,25.29463552,11209,55523,2.107886296,934,56457
Mattannur,Kerala,M,"44,313",,29.0798451,2.90798451,0.242332043,12886,57199,26.17186059,11597,55910,23.26387608,10308,54621,1.938656344,859,55480
Thakurdwara,Uttar Pradesh,NPP,"44,255",,31.6182944,3.16182944,0.263485787,13992,58247,28.45646496,12593,56848,25.29463552,11194,55449,2.107886296,932,56381
Nandivaram-Guduvancheri,Tamil Nadu,TP,"44,098",,31.6182944,3.16182944,0.263485787,13943,58041,28.45646496,12548,56646,25.29463552,11154,55252,2.107886296,929,56181
Mulbagal,Karnataka,TMC,"44,033",,31.6182944,3.16182944,0.263485787,13922,57955,28.45646496,12530,56563,25.29463552,11137,55170,2.107886296,928,56098
Manjlegaon,Maharashtra,MCl,"44,029",,16.42975858,1.642975858,0.136914655,7233,51262,14.78678272,6510,50539,13.14380686,5787,49816,1.09531724,482,50298
Wankaner,Gujarat,M,"43,881",,29.0798451,2.90798451,0.242332043,12760,56641,26.17186059,11484,55365,23.26387608,10208,54089,1.938656344,850,54939
Sillod,Maharashtra,MCl,"43,867",,16.42975858,1.642975858,0.136914655,7207,51074,14.78678272,6486,50353,13.14380686,5765,49632,1.09531724,480,50112
Nidadavole,Andhra Pradesh,M,"43,809",,29.0798451,2.90798451,0.242332043,12739,56548,26.17186059,11465,55274,23.26387608,10191,54000,1.938656344,849,54849
Surapura,Karnataka,TMC,"43,622",,31.6182944,3.16182944,0.263485787,13792,57414,28.45646496,12413,56035,25.29463552,11034,54656,2.107886296,919,55575
Rajagangapur,Odisha,M,"43,594",,29.0798451,2.90798451,0.242332043,12677,56271,26.17186059,11409,55003,23.26387608,10141,53735,1.938656344,845,54580
Sheikhpura,Bihar,M,"43,113",,29.0798451,2.90798451,0.242332043,12537,55650,26.17186059,11283,54396,23.26387608,10029,53142,1.938656344,835,53977
Parlakhemundi,Odisha,M,"43,097",,29.0798451,2.90798451,0.242332043,12532,55629,26.17186059,11279,54376,23.26387608,10026,53123,1.938656344,835,53958
Kalimpong,West Bengal,M,"42,998",,29.0798451,2.90798451,0.242332043,12503,55501,26.17186059,11253,54251,23.26387608,10003,53001,1.938656344,833,53834
Siruguppa,Karnataka,TP,"42,919",,31.6182944,3.16182944,0.263485787,13570,56489,28.45646496,12213,55132,25.29463552,10856,53775,2.107886296,904,54679
Arvi,Maharashtra,MCl,"42,822",,16.42975858,1.642975858,0.136914655,7035,49857,14.78678272,6331,49153,13.14380686,5628,48450,1.09531724,469,48919
Limbdi,Gujarat,M,"42,769",,29.0798451,2.90798451,0.242332043,12437,55206,26.17186059,11193,53962,23.26387608,9949,52718,1.938656344,829,53547
Barpeta,Assam,MB,"42,649",,31.6182944,3.16182944,0.263485787,13484,56133,28.45646496,12136,54785,25.29463552,10787,53436,2.107886296,898,54334
Repalle,Andhra Pradesh,M,"42,539",,29.0798451,2.90798451,0.242332043,12370,54909,26.17186059,11133,53672,23.26387608,9896,52435,1.938656344,824,53259
Mudhol,Karnataka,TMC,"42,461",,31.6182944,3.16182944,0.263485787,13425,55886,28.45646496,12082,54543,25.29463552,10740,53201,2.107886296,895,54096
Shujalpur,Madhya Pradesh,M,"42,461",,29.0798451,2.90798451,0.242332043,12347,54808,26.17186059,11112,53573,23.26387608,9878,52339,1.938656344,823,53162
Mandvi,Gujarat,M,"42,355",,29.0798451,2.90798451,0.242332043,12316,54671,26.17186059,11085,53440,23.26387608,9853,52208,1.938656344,821,53029
Thangadh,Gujarat,M,"42,351",,29.0798451,2.90798451,0.242332043,12315,54666,26.17186059,11084,53435,23.26387608,9852,52203,1.938656344,821,53024
Sironj,Madhya Pradesh,M,"42,179",,29.0798451,2.90798451,0.242332043,12265,54444,26.17186059,11039,53218,23.26387608,9812,51991,1.938656344,817,52808
Nandura,Maharashtra,MCl,"42,167",,16.42975858,1.642975858,0.136914655,6927,49094,14.78678272,6235,48402,13.14380686,5542,47709,1.09531724,461,48170
Shoranur,Kerala,M,"42,029",,29.0798451,2.90798451,0.242332043,12221,54250,26.17186059,10999,53028,23.26387608,9777,51806,1.938656344,814,52620
Nathdwara,Rajasthan,M,"42,016",,29.0798451,2.90798451,0.242332043,12218,54234,26.17186059,10996,53012,23.26387608,9774,51790,1.938656344,814,52604
Periyakulam,Tamil Nadu,M,"42,012",,29.0798451,2.90798451,0.242332043,12217,54229,26.17186059,10995,53007,23.26387608,9773,51785,1.938656344,814,52599
Golaghat,Assam,MB,"41,989",,31.6182944,3.16182944,0.263485787,13276,55265,28.45646496,11948,53937,25.29463552,10620,52609,2.107886296,885,53494
Kichha,Uttarakhand,NPP,"41,965",,31.6182944,3.16182944,0.263485787,13268,55233,28.45646496,11941,53906,25.29463552,10614,52579,2.107886296,884,53463
Sultanganj,Bihar,NA,"41,958",,31.6182944,3.16182944,0.263485787,13266,55224,28.45646496,11939,53897,25.29463552,10613,52571,2.107886296,884,53455
Medak,Telangana,NP,"41,945",,31.6182944,3.16182944,0.263485787,13262,55207,28.45646496,11936,53881,25.29463552,10609,52554,2.107886296,884,53438
Barauli,Bihar,NPP,"41,877",,31.6182944,3.16182944,0.263485787,13240,55117,28.45646496,11916,53793,25.29463552,10592,52469,2.107886296,882,53351
Narayanpet,Telangana,NP,"41,752",,31.6182944,3.16182944,0.263485787,13201,54953,28.45646496,11881,53633,25.29463552,10561,52313,2.107886296,880,53193
Raxaul Bazar,Bihar,M,"41,610",,29.0798451,2.90798451,0.242332043,12100,53710,26.17186059,10890,52500,23.26387608,9680,51290,1.938656344,806,52096
Rajauri,Jammu and Kashmir,NAC,"41,552",,31.6182944,3.16182944,0.263485787,13138,54690,28.45646496,11824,53376,25.29463552,10510,52062,2.107886296,875,52937
Pernampattu,Tamil Nadu,TP,"41,499",,31.6182944,3.16182944,0.263485787,13121,54620,28.45646496,11809,53308,25.29463552,10497,51996,2.107886296,874,52870
Nainital,Uttarakhand,NPP,"41,377",,31.6182944,3.16182944,0.263485787,13082,54459,28.45646496,11774,53151,25.29463552,10466,51843,2.107886296,872,52715
Ramachandrapuram,Andhra Pradesh,M,"41,370",,29.0798451,2.90798451,0.242332043,12030,53400,26.17186059,10827,52197,23.26387608,9624,50994,1.938656344,802,51796
Vaijapur,Maharashtra,MCl,"41,296",,16.42975858,1.642975858,0.136914655,6784,48080,14.78678272,6106,47402,13.14380686,5427,46723,1.09531724,452,47175
Nangal,Punjab,MCl,"41,288",,16.42975858,1.642975858,0.136914655,6783,48071,14.78678272,6105,47393,13.14380686,5426,46714,1.09531724,452,47166
Sidlaghatta,Karnataka,TMC,"41,268",,31.6182944,3.16182944,0.263485787,13048,54316,28.45646496,11743,53011,25.29463552,10438,51706,2.107886296,869,52575
Poonch,Jammu and Kashmir,MB,"41,255",,31.6182944,3.16182944,0.263485787,13044,54299,28.45646496,11739,52994,25.29463552,10435,51690,2.107886296,869,52559
Pandhurna,Madhya Pradesh,M,"41,245",,29.0798451,2.90798451,0.242332043,11993,53238,26.17186059,10794,52039,23.26387608,9595,50840,1.938656344,799,51639
Wadgaon Road,Maharashtra,CT,"40,895",,31.6182944,3.16182944,0.263485787,12930,53825,28.45646496,11637,52532,25.29463552,10344,51239,2.107886296,862,52101
Talcher,Odisha,M,"40,853",,29.0798451,2.90798451,0.242332043,11879,52732,26.17186059,10691,51544,23.26387608,9503,50356,1.938656344,791,51147
Varkala,Kerala,M,"40,759",,29.0798451,2.90798451,0.242332043,11852,52611,26.17186059,10667,51426,23.26387608,9482,50241,1.938656344,790,51031
Pilani,Rajasthan,UA,40600,,31.6182944,3.16182944,0.263485787,12837,53437,28.45646496,11553,52153,25.29463552,10269,50869,2.107886296,855,51724
Nowgong,Madhya Pradesh,M,"40,580",,29.0798451,2.90798451,0.242332043,11800,52380,26.17186059,10620,51200,23.26387608,9440,50020,1.938656344,786,50806
Naila Janjgir,Chhattisgarh,M,"40,561",,29.0798451,2.90798451,0.242332043,11795,52356,26.17186059,10615,51176,23.26387608,9436,49997,1.938656344,786,50783
Mapusa,Goa,MCl,"40,487",,16.42975858,1.642975858,0.136914655,6651,47138,14.78678272,5986,46473,13.14380686,5321,45808,1.09531724,443,46251
Vellakoil,Tamil Nadu,M,"40,359",,29.0798451,2.90798451,0.242332043,11736,52095,26.17186059,10562,50921,23.26387608,9389,49748,1.938656344,782,50530
Merta City,Rajasthan,M,"40,252",,29.0798451,2.90798451,0.242332043,11705,51957,26.17186059,10534,50786,23.26387608,9364,49616,1.938656344,780,50396
Sivaganga,Tamil Nadu,UA,"40,220",,31.6182944,3.16182944,0.263485787,12716,52936,28.45646496,11445,51665,25.29463552,10173,50393,2.107886296,847,51240
Sailu,Maharashtra,MCl,"39,851",,16.42975858,1.642975858,0.136914655,6547,46398,14.78678272,5892,45743,13.14380686,5237,45088,1.09531724,436,45524
Vyara,Gujarat,M,"39,789",,29.0798451,2.90798451,0.242332043,11570,51359,26.17186059,10413,50202,23.26387608,9256,49045,1.938656344,771,49816
Kovvur,Andhra Pradesh,M,"39,667",,29.0798451,2.90798451,0.242332043,11535,51202,26.17186059,10381,50048,23.26387608,9228,48895,1.938656344,769,49664
Vadalur,Tamil Nadu,TP,"39,514",,31.6182944,3.16182944,0.263485787,12493,52007,28.45646496,11244,50758,25.29463552,9994,49508,2.107886296,832,50340
Nawabganj,Uttar Pradesh,NPP,"39,241",,31.6182944,3.16182944,0.263485787,12407,51648,28.45646496,11166,50407,25.29463552,9925,49166,2.107886296,827,49993
Padra,Gujarat,UA,"39,205",,31.6182944,3.16182944,0.263485787,12395,51600,28.45646496,11156,50361,25.29463552,9916,49121,2.107886296,826,49947
Siana,Uttar Pradesh,MB,"38,999",,31.6182944,3.16182944,0.263485787,12330,51329,28.45646496,11097,50096,25.29463552,9864,48863,2.107886296,822,49685
Shahpur,Karnataka,TMC,"38,907",,31.6182944,3.16182944,0.263485787,12301,51208,28.45646496,11071,49978,25.29463552,9841,48748,2.107886296,820,49568
Sojat,Rajasthan,M,"38,883",,29.0798451,2.90798451,0.242332043,11307,50190,26.17186059,10176,49059,23.26387608,9045,47928,1.938656344,753,48681
Noorpur,Uttar Pradesh,NPP,"38,806",,31.6182944,3.16182944,0.263485787,12269,51075,28.45646496,11042,49848,25.29463552,9815,48621,2.107886296,817,49438
Paravoor,Kerala,M,"38,652",,29.0798451,2.90798451,0.242332043,11239,49891,26.17186059,10115,48767,23.26387608,8991,47643,1.938656344,749,48392
Ramnagar,Bihar,NA,"38,554",,31.6182944,3.16182944,0.263485787,12190,50744,28.45646496,10971,49525,25.29463552,9752,48306,2.107886296,812,49118
Murtijapur,Maharashtra,MCl,"38,554",,16.42975858,1.642975858,0.136914655,6334,44888,14.78678272,5700,44254,13.14380686,5067,43621,1.09531724,422,44043
Sundargarh,Odisha,M,"38,421",,29.0798451,2.90798451,0.242332043,11172,49593,26.17186059,10055,48476,23.26387608,8938,47359,1.938656344,744,48103
Taki,West Bengal,M,"38,263",,29.0798451,2.90798451,0.242332043,11126,49389,26.17186059,10014,48277,23.26387608,8901,47164,1.938656344,741,47905
Saundatti-Yellamma,Karnataka,TMC,"38,155",,31.6182944,3.16182944,0.263485787,12063,50218,28.45646496,10857,49012,25.29463552,9651,47806,2.107886296,804,48610
Pathanamthitta,Kerala,M,"38,009",,29.0798451,2.90798451,0.242332043,11052,49061,26.17186059,9947,47956,23.26387608,8842,46851,1.938656344,736,47587
Wadi,Karnataka,TMC,"37,988",,31.6182944,3.16182944,0.263485787,12011,49999,28.45646496,10810,48798,25.29463552,9608,47596,2.107886296,800,48396
Rameshwaram,Tamil Nadu,TP,"37,968",,31.6182944,3.16182944,0.263485787,12004,49972,28.45646496,10804,48772,25.29463552,9603,47571,2.107886296,800,48371
Gowribidanur,Karnataka,CMC,"37,947",,31.6182944,3.16182944,0.263485787,11998,49945,28.45646496,10798,48745,25.29463552,9598,47545,2.107886296,799,48344
Tasgaon,Maharashtra,MCl,"37,945",,16.42975858,1.642975858,0.136914655,6234,44179,14.78678272,5610,43555,13.14380686,4987,42932,1.09531724,415,43347
Sikandra Rao,Uttar Pradesh,MB,"37,938",,31.6182944,3.16182944,0.263485787,11995,49933,28.45646496,10795,48733,25.29463552,9596,47534,2.107886296,799,48333
Sihora,Madhya Pradesh,M,"37,870",,29.0798451,2.90798451,0.242332043,11012,48882,26.17186059,9911,47781,23.26387608,8810,46680,1.938656344,734,47414
Tiruvuru,Andhra Pradesh,M,"37,802",,29.0798451,2.90798451,0.242332043,10992,48794,26.17186059,9893,47695,23.26387608,8794,46596,1.938656344,732,47328
Tiruvethipuram,Tamil Nadu,M,"37,802",,29.0798451,2.90798451,0.242332043,10992,48794,26.17186059,9893,47695,23.26387608,8794,46596,1.938656344,732,47328
Mehkar,Maharashtra,MCl,"37,715",,16.42975858,1.642975858,0.136914655,6196,43911,14.78678272,5576,43291,13.14380686,4957,42672,1.09531724,413,43085
Peringathur,Kerala,CT,"37,699",,31.6182944,3.16182944,0.263485787,11919,49618,28.45646496,10727,48426,25.29463552,9535,47234,2.107886296,794,48028
Perambalur,Tamil Nadu,TP,"37,631",,31.6182944,3.16182944,0.263485787,11898,49529,28.45646496,10708,48339,25.29463552,9518,47149,2.107886296,793,47942
Manvi,Karnataka,TMC,"37,613",,31.6182944,3.16182944,0.263485787,11892,49505,28.45646496,10703,48316,25.29463552,9514,47127,2.107886296,792,47919
Pattamundai,Odisha,M,"37,527",,29.0798451,2.90798451,0.242332043,10912,48439,26.17186059,9821,47348,23.26387608,8730,46257,1.938656344,727,46984
Zunheboto,Nagaland,TC,"37,447",,31.6182944,3.16182944,0.263485787,11840,49287,28.45646496,10656,48103,25.29463552,9472,46919,2.107886296,789,47708
Kanigiri,Andhra Pradesh,M,"37,420",,29.0798451,2.90798451,0.242332043,10881,48301,26.17186059,9793,47213,23.26387608,8705,46125,1.938656344,725,46850
Mahnar Bazar,Bihar,M,"37,370",,29.0798451,2.90798451,0.242332043,10867,48237,26.17186059,9780,47150,23.26387608,8693,46063,1.938656344,724,46787
Attingal,Kerala,M,"37,346",,29.0798451,2.90798451,0.242332043,10860,48206,26.17186059,9774,47120,23.26387608,8688,46034,1.938656344,724,46758
Shahbad,Haryana,MC,"37,289",,11.42467203,1.142467203,0.0952056,4260,41549,10.28220483,3834,41123,9.139737624,3408,40697,0.7616448,284,40981
Puranpur,Uttar Pradesh,MB,"37,233",,31.6182944,3.16182944,0.263485787,11772,49005,28.45646496,10595,47828,25.29463552,9417,46650,2.107886296,784,47434
Nelamangala,Karnataka,TMC,"37,232",,31.6182944,3.16182944,0.263485787,11772,49004,28.45646496,10594,47826,25.29463552,9417,46649,2.107886296,784,47433
Lalganj,Bihar,NAC,37000,,31.6182944,3.16182944,0.263485787,11698,48698,28.45646496,10528,47528,25.29463552,9359,46359,2.107886296,779,47138
Nakodar,Punjab,MCl,"36,973",,16.42975858,1.642975858,0.136914655,6074,43047,14.78678272,5467,42440,13.14380686,4859,41832,1.09531724,404,42236
Lunawada,Gujarat,M,"36,954",,29.0798451,2.90798451,0.242332043,10746,47700,26.17186059,9671,46625,23.26387608,8596,45550,1.938656344,716,46266
Murshidabad,West Bengal,M,"36,947",,29.0798451,2.90798451,0.242332043,10744,47691,26.17186059,9669,46616,23.26387608,8595,45542,1.938656344,716,46258
Mahe,Puducherry,M,"36,828",,29.0798451,2.90798451,0.242332043,10709,47537,26.17186059,9638,46466,23.26387608,8567,45395,1.938656344,713,46108
Lanka,Assam,MB,"36,805",,31.6182944,3.16182944,0.263485787,11637,48442,28.45646496,10473,47278,25.29463552,9309,46114,2.107886296,775,46889
Rudauli,Uttar Pradesh,MB,"36,776",,31.6182944,3.16182944,0.263485787,11627,48403,28.45646496,10465,47241,25.29463552,9302,46078,2.107886296,775,46853
